Hospital,Patient Count,Total Billing
"Wheeler, Johnson Fisher and",1,14348.22777330449
Lawson-Stevenson,2,80285.4656310538
"Sanchez Soto George, and",1,47763.46135582743
Hall-Bentley,1,37951.66490984979
"and Mendoza Rich Morales,",1,25574.127619098694
and Harper Sons,2,12245.31278077076
"and Day, Lewis Coleman",1,2568.011966680983
"Mendez, and Smith Munoz",1,45208.33769440676
"Chan, Goodman and Gould",1,22545.929230901325
Ryan-Miller,3,50782.481736962574
Campos-Martinez,1,23797.903866963607
Riddle LLC,1,1398.8764619286871
Sullivan Group,3,108809.21108931974
and Sons Torres,5,66972.13848147044
Bailey Inc,7,179641.47293673264
"Wallace, Wu and Macias",1,29086.83210539754
Lopez-Flowers,1,38693.98620344489
Garcia-Newman,1,20408.800897521443
PLC Marshall,3,82075.94276637421
Hall LLC,9,252886.79162214583
"Lopez Macdonald Gutierrez, and",1,16153.008623777081
Hunter-Bolton,2,22178.070517118173
Price-Jackson,3,85099.31992330168
Morris-Oconnell,1,2306.022163255096
Ramos-Brown,2,75613.93931252103
Graham-Barnett,1,25747.81168454299
Brennan-Brown,1,9690.864485561524
"Proctor and Smith Sellers,",1,2620.551706244289
Group Stokes,3,129071.25295729685
and Sanchez Sons,3,85556.80316374193
and Ferrell Sons,1,9363.68742875969
Inc Erickson,1,8525.84477127109
Medina-Austin,1,5531.337237376757
Sawyer Inc,4,90337.96144462762
Zhang-Sullivan,1,31510.29610730405
Acevedo LLC,1,23600.500940186557
Blackwell-Alvarez,1,14496.486226415274
"Jones and Collins, Harper",1,34770.25784651836
Gomez-Gibson,1,15133.22925707651
Walker-Butler,2,68797.12421571865
Harris-Walker,1,10480.198294342077
"and Freeman, Berry Castillo",1,30526.57319297889
White-Hansen,1,7256.6473019399
Flores-Riley,1,36623.615867554356
"Lee and Anthony Torres,",1,8733.905736504648
Ltd Singleton,1,4423.69349041299
Inc Hill,5,60650.04165394619
"Russell and Gordon King,",1,25531.933424126433
Marquez-Wells,1,24620.77107526951
"Allen and Ho Wheeler,",1,35700.69481734484
Wilson-Fletcher,2,53843.45416552715
"Barker Rivera, and Hernandez",1,23092.2075148
Rojas Inc,2,81182.72898687747
Price-Brewer,1,682.7701818128
Sanders-Dickson,1,2887.6593891675234
Inc Allen,5,138636.9645121172
Hernandez Inc,7,158184.52562311533
Baxter-Wilkerson,1,34298.408396892766
Phelps-Hunter,1,29466.15091876177
Gilbert PLC,1,47686.25025696637
"Gray Booker and King,",1,50174.621901254395
Martinez-Myers,1,46719.740639386815
"Marshall, and Cline Kemp",1,4073.615613880923
"Lam Henry and Baker,",1,12675.182748458232
Ltd Stout,1,49465.54961575873
"Flynn Thompson Jacobs, and",1,28388.229595219207
Ayala-Sandoval,1,43770.8607834903
"Monroe, Harmon and Walter",2,33325.678225644755
PLC Wells,9,295930.69675197854
Rivas-Davis,1,2786.6758848964473
Brown-Carter,1,20720.00079990908
"King Diaz, Bennett and",1,33114.550468860274
Sullivan-Snow,1,30789.048360057634
Fuentes Inc,1,16713.437169704877
"and Walsh, Montoya Peterson",1,12993.27532241198
"Scott Hernandez and Smith,",1,27566.49223440817
"Gonzalez, Ward Hobbs and",1,3806.4869187137565
"Lawrence Young and Fleming,",1,30038.14706490203
Shah Ltd,1,4438.535141677357
Schaefer-Salazar,1,49086.61390872284
"Schneider, Carter and Williams",1,46761.08832563143
"Thompson Lowery, and Castillo",1,5664.228601194165
"Brown and Skinner Woodward,",1,2095.196240609877
"Lara and Clark Copeland,",1,26555.300301928903
Romero-Meza,1,28678.641498744266
Osborne Ltd,1,47366.789473838675
"Wade, Johnston Gross and",1,30125.04784645681
Navarro-Casey,1,27508.199365012057
Meza-Thomas,1,9724.304531322694
Mitchell-Clayton,1,20189.500980406818
Prince-Wheeler,1,14036.43372889895
LLC Gilmore,1,42534.45762491667
Monroe-Richardson,1,20627.707070471693
PLC Griffin,2,57542.74477243096
"and Arnold Johnson, Edwards",1,42752.17768289156
and Sons Brooks,1,4137.979557080389
Velazquez-Noble,1,5884.72629002732
Ruiz-Craig,1,40355.29039549667
Thompson-Murphy,1,5369.332049746567
Carroll-Garcia,1,29199.37397826343
Moreno-Williams,1,11317.125977445521
Meadows Ltd,1,35330.4082221397
"Fischer and Sims Garcia,",1,38402.937268099275
"Arnold Graham, and Barnes",1,48921.30603472768
"Moreno, Turner Owens and",2,31942.688387140053
Henderson-Bernard,1,26919.585237804087
"Wiley and Davis, Hardin",1,13303.599024679004
Murillo Group,1,16035.447232093631
Ltd Morrison,3,49325.99101748443
"Ross, and Davies Perez",1,27292.01983749278
Kline-Morrison,1,47913.691433574946
Mcgee PLC,1,8003.230235158324
Jimenez-Diaz,1,18807.708768871922
Savage Ltd,2,14762.044534634028
Kemp-Baker,2,68657.39430575492
Jarvis-Barton,1,3843.7650625219194
"Franco Thompson, and Ramirez",1,41833.027689018505
Wagner-Buck,1,38842.321183815715
LLC Franco,1,35958.13806299947
Berg-Miller,1,16923.15454469441
Kim-Gray,1,29621.866731827457
Ward-Rodriguez,1,30434.83372945758
"Mcconnell and Roach Mitchell,",1,39816.92080855313
"Saunders, and Wallace Bartlett",1,4015.8712208346114
"Smith Saunders, and Allen",1,2693.8752062262533
"Patel Beard, Ryan and",2,37311.917177358104
"and Randall Martinez, Luna",1,29133.437870980593
Weaver-Bishop,1,36429.85627995283
Foster-Roach,1,20985.615359126605
"Kennedy, Brown Stevens and",1,6999.016559543481
Stevens-Walls,1,39638.65573317992
Zimmerman-Taylor,1,41999.88339673172
Boyle-Thomas,1,23945.36611734398
"Spence and Lewis, Mclean",1,9905.896241692157
"Clark and Yang, Acosta",1,46123.651388590784
and Sons Perkins,2,49306.29621087662
"Johnson and Tucker Perez,",2,10722.253493988446
"Chapman, Palmer George and",1,3508.9943799633975
Cross-Marquez,1,49461.50401731724
"Stevens Wood Scott, and",1,45116.210963951555
Washington-Espinoza,1,15121.249866259845
Alvarez-Robinson,1,33055.744306536166
Landry Group,1,19826.118616815027
"Williams Conway, Davis and",1,9133.425881540667
Richardson-Rangel,1,15138.062174560118
Ltd Parks,1,26919.023695182048
Turner-Christian,1,35588.089757624344
"Wilson Davis, and Cole",1,3326.3417861457483
Wells-Knapp,2,27948.83936560681
Phillips-Saunders,1,11760.913113084434
Pineda-Arnold,1,28553.39972899532
Vaughn-Norris,1,6534.083324545839
Gallagher and Sons,1,32860.05908603732
Harris-Hernandez,1,4050.202779538219
"Wolf, Ramirez Campbell and",1,7457.31597214249
"Thomas, Beltran Thompson and",1,29626.601777889922
"Hall and Adkins, Thomas",1,22663.35912594406
"Porter Cox, Miller and",1,43204.53025117552
"and Smith, Wallace Wong",1,26852.24795738104
Herman-Howell,1,36285.7385463401
Schmitt Inc,1,4459.871402082541
Rojas-Maxwell,1,11433.092882743864
"Liu, Smith and Adams",1,33785.63794555665
"Russell Goodman, Thompson and",1,47844.31515863778
Gordon-Snyder,1,46538.338966807416
"Bennett, Johnston and Welch",1,41579.48602737412
Green-Ortiz,1,2295.6888901070297
"Johnson Smith and Cole,",1,21576.283385264745
"Stokes Chambers and Martin,",1,11311.327347997592
Miller PLC,19,448844.910289065
"Mullins, Gray and Reed",1,27481.33147848497
Rhodes-Kelly,1,31419.11937249911
"Martinez, and Snyder Hill",1,10443.677769777873
Peterson Group,3,103198.62552520864
Bailey-White,2,16447.005109645557
"Buck and Delgado, Rich",1,21690.797971472864
Martin-Terry,2,58490.50920984601
PLC Davis,17,308914.2525361335
Inc Cannon,1,50437.74621614325
King-Fowler,1,10276.908691971597
"Wright and Hart Brown,",1,41044.12578769889
Sims-Hudson,1,5689.596690960121
"Jordan Gallagher, and Reid",1,33442.01642037018
"and Flores Sharp, Ross",1,39689.829649228705
Sanchez-Wilson,3,53023.776256327656
"Brown Callahan and Perkins,",1,3163.6513463462134
"Wilson Young, Ballard and",1,4434.138097678919
Howe Inc,1,30663.63099362238
"Wood Vazquez, and Herrera",1,22491.18422461488
Butler-Pope,1,30839.34763401574
Coleman-Rose,1,17321.723118504684
Waters-Chapman,1,15046.740223640638
Obrien-Ruiz,1,15035.038312751993
Kim-Skinner,1,11766.77148506115
Pittman Group,1,1586.6824737532318
Rivera-Wolf,1,6769.057592260325
"Rosales, Freeman Foster and",1,31769.65792226515
Mcguire Ltd,2,38487.90480493981
Liu LLC,2,67022.55265953443
Sons Ramsey and,4,90081.4388954437
"Guerrero, and Chan Wright",1,32253.459189360365
"Clark, and Martinez Wise",1,41206.465821192134
Lucero-Bennett,2,73781.09746894384
PLC Vega,1,9342.355460901445
"Olsen and Lewis Zavala,",1,21302.77586671075
Johnson-Young,1,13385.077912699633
Mayo-Bishop,1,43535.9201989879
Green-Winters,1,17579.27794409223
Hill-Hensley,1,30067.04934364498
"Collins and Wright, Garrison",1,40056.92882115591
"Cruz Morris, and Elliott",1,38821.6510848986
"and White Smith, Carroll",1,28085.737569152632
Hernandez-Bradley,1,37442.452496458405
LLC Casey,3,92540.38704471235
"Lara Martinez, Black and",1,29648.300804987695
Ayala-Moore,1,22033.608819101482
Dunn-Johnson,1,32736.418118145633
and Walton Sons,1,45345.62133937962
"Johnson and Rogers, Rose",1,36639.55437153933
Mathews Sons and,1,30535.5287099088
Sandoval PLC,4,71676.57219587459
Sandoval-Barnes,1,11694.68112923628
"Garcia, Nicholson Smith and",1,9594.144495757684
Smith-Shannon,1,47704.79305225368
"Ferguson, Maldonado Johnson and",1,13020.770898691255
"Jackson, Brock and White",2,98705.75305563478
"Myers, Gibbs Johnson and",1,3303.8669039508204
LLC Ingram,3,122028.83854723391
Estrada-Bradley,1,5949.011924296158
Rose-James,1,33969.80083979518
"Stevens Fitzgerald, and Ballard",1,26740.65180063589
Davis-Cunningham,1,50226.83619112694
Hall-Jimenez,1,27661.213677018273
Robinson-Patterson,1,10410.450657327821
Watkins LLC,4,94468.30061774421
Cook-Green,1,30682.353683440382
Romero-Morris,1,37553.37937057799
Ellis-Kim,1,27300.1866707793
Townsend-Harris,2,56959.51383372916
Black Group,1,21284.947055746066
"Knight, and Lucas Harrison",2,68985.35407825066
Sons Turner and,1,32570.437416361452
"Edwards Pearson, Grant and",1,17296.27689202171
Burns-Wright,1,13417.356621487417
"Underwood Young and Griffith,",1,42864.80378997133
Baker LLC,3,52592.895383119525
"Bautista Torres Powell, and",1,30164.259335608444
Long Group,3,43469.039184559406
PLC Newman,2,10191.492853515792
Walters-Clements,1,25163.38012344073
Palmer-Curry,1,33490.55513215567
Moore-Morales,1,41384.1134890976
Bell LLC,3,110836.78237454378
Huynh-Edwards,1,16484.632821003874
"Norton Frazier Brown, and",1,22001.803406382285
"Williams and Walton Mullins,",1,48546.297726148085
Kelly-Taylor,2,75919.73518518322
"Price and Bennett White,",1,5025.4217343007
Rivera LLC,1,2457.1803373189837
Smith-Garcia,2,25242.343681235892
Clark-Perry,2,61639.92543565854
"Soto, and Porter Leon",1,14370.790422859835
"Collins, and Fields Campbell",1,39255.67773807829
"Ellis and Montgomery Morgan,",1,48522.17210928123
"Baker, and Perez Silva",1,13802.044428764302
Johnson-Swanson,2,53060.411209347614
Ryan-Bailey,1,9934.766444752297
"Williams Turner, and Rodriguez",1,27538.124784987504
Sparks-Ramos,1,33836.31217249196
"Hunter Williams, Alexander and",1,8811.283257555737
"Russell, Richardson and Smith",1,48615.04821021463
Wolfe-Petersen,1,37437.956423105425
Morrison-Jimenez,1,40914.792428856155
"and Bishop, Cardenas Wong",1,30216.56525760005
Jensen-Gray,1,29942.47216441199
"Skinner Chan Robbins, and",1,12064.447264825661
"Cooper, and Leonard Oliver",1,43711.414558798155
Ltd Bailey,3,57718.874105387586
Lindsey-Jones,1,28301.82740242827
"Garcia and Sanchez, Marsh",2,11434.20293837457
"and Deleon Moore Powers,",1,32006.61944583461
Sons Sims and,1,7988.918832013959
"Olson, Decker Sims and",1,31672.11732904025
"Barnett Bailey and Fleming,",1,1462.5435331836577
Pratt LLC,2,31321.189016606866
Lopez-Werner,1,39906.76147918503
"and Evans Harris Schultz,",1,46841.3045549557
Peters-Winters,1,8640.665751469593
Vang-Christian,1,44044.13853818201
"Miller and Davis Brown,",1,29585.243737724937
Howard-Murillo,1,7130.934172362307
Smith-Cortez,1,45787.88955494482
and Hodge Sons,1,40956.365213448
"Barnett and Berger Rangel,",1,9782.622170014767
"Taylor, and Brown Mills",1,28111.453131620216
Stewart-Mckinney,1,31160.964461314943
"Bowers, and Donaldson Massey",1,45799.20120969081
Macdonald-Jones,1,2129.440094025751
Rivas-Gray,1,30085.851981375687
"Campbell and Dalton, Johnson",1,15399.902595856196
Gibson-Graham,1,23826.329517991526
"Moore Richards, and Smith",1,14923.306523590143
"Quinn, and Martin Little",1,49891.730448568276
"and Burton Davenport Shepherd,",1,23688.842491544357
Malone-Mcdowell,1,35300.96595113241
Stokes Inc,1,37081.695102576436
Group Estrada,1,30335.9029742963
Valenzuela-Castro,1,10952.051132848972
Contreras-White,2,64188.79720193494
"Kim Murphy and Clark,",1,45420.15202236301
Simmons-Middleton,2,50015.09460499392
"and Ortiz Miller, Stevens",1,44322.5736620832
Maldonado Inc,1,20534.432249915753
"Wood Jones, Alvarado and",2,8999.872100002234
Sons and Wheeler,2,31831.017338756406
Hamilton-Maddox,2,53633.191064407016
Estes-Phillips,1,30277.82713796993
Clarke-Bruce,1,17054.022138780816
Ltd Shannon,1,23916.259873910407
Cline-Watson,1,43748.8205048959
LLC Reid,1,25363.563226854665
Hatfield-Weaver,1,8670.197140910102
"Turner, and Watkins Price",1,23741.04899903724
Carpenter LLC,1,33564.728019980976
Holloway PLC,3,50887.152193390706
Dennis-Roth,2,43069.43113982957
Golden PLC,2,44793.114075541
Anderson-Estrada,1,31497.55487513616
"Lowery, Dunn Anderson and",1,28452.783487972167
"Salazar Newman White, and",1,16509.89322817477
"Scott, Moore and Brewer",1,17679.02667815954
Green Group,4,80438.44818453006
"Hill, Fernandez and Sullivan",1,37787.63976860968
"Rowe, Stone and Patterson",1,49.45011677425987
Morris-Rowe,1,35624.96549525986
Watson-Pugh,1,40606.79222470576
Palmer Group,2,63171.21716404441
"Lee Rodriguez Hobbs, and",1,34215.3729503565
"and Melton, Lee Williams",1,47504.707030294754
Ltd Moore,10,178449.23952331388
"Lee and Miranda, Watson",1,32401.70163191514
"Strong and Bell, Ortiz",1,13330.265767251645
Franklin-Johnson,2,33022.80611881035
PLC Fisher,6,125297.64476168965
Group Snyder,5,110412.83773929447
Green-Sharp,1,16611.90479341203
Harris-Wallace,1,29072.341870715696
Jones-Clay,1,23088.507570405538
Coffey Group,1,33833.54659041168
Anthony-Nelson,1,45625.881988894704
"and Baker, Anderson Powell",1,10730.443432798436
Roy-Sandoval,1,45982.18083541473
Barton-Sanchez,2,75191.85360991859
Inc Weaver,1,21853.813859828995
Sons and Huber,1,36507.877630907875
Beck-Kim,1,22509.227379926288
Baker Inc,6,90467.35780575838
Wheeler-Adams,1,27319.467477024733
Gibbs-Spencer,1,2800.4555134302045
"Rodriguez, Roberts Jacobs and",1,40893.86876947311
"and Cummings, Davis Pierce",2,6995.597056256163
PLC Morgan,4,167465.3931567817
Group Reed,7,174936.79778584314
LLC Calderon,1,4082.3864373403776
"Duncan Salazar Hayes, and",1,40442.81418429089
LLC Adams,4,134751.98257047255
"Smith Adams, and Owens",1,49676.97432043518
"Mccarthy Payne Walter, and",1,7960.683963650105
Leonard Ltd,1,42486.88953894216
Richardson-Murillo,1,16343.145622814847
"and Walsh, Jennings Lee",1,5077.6175489029165
Patel-Arnold,1,17514.78468787747
"Lewis and Garcia Adams,",1,8233.112906809662
PLC Roberts,7,192925.98190095613
Myers Group,1,41104.35318829387
Snyder-Rodriguez,1,29048.711562248915
Smith-Jones,3,77308.6831090807
"Sharp and Jones Allen,",1,14651.18705758511
"Pierce and Wu Jimenez,",1,20829.07447649198
"and York Jones, Jimenez",2,52503.43011858046
Pena-Poole,1,43399.373585744
"Green, and Johnson Patel",1,5568.115529489039
"Gutierrez Vargas, and Snyder",1,38737.71584415199
Graham-Carroll,1,14137.286361339382
Sons Larson and,2,20244.57281074627
Hernandez-Torres,1,29746.30078822662
Bell Inc,2,24009.50863850994
Velazquez-Turner,1,3055.771438272944
Buchanan-Jones,1,30448.78886098908
"and Crawford, Davis Riggs",1,36014.08567349039
Banks-Gay,1,28656.794186600102
Campbell Group,5,70143.91560703068
Jenkins-Robinson,1,16920.033538979573
Wyatt-Padilla,1,10537.83317724508
Green-Gomez,1,24256.202308197513
Allen-Cunningham,1,42499.4729541522
LLC Larson,2,73796.35630620347
Clark-Patrick,1,45575.15821497091
"and Coleman Pace West,",1,33655.998849133
Charles Sons and,1,46781.736133670376
"Le Meyers, Smith and",1,36317.96775291872
"and Herring Freeman, Tapia",1,46434.136848986986
"Mckenzie and Gonzalez Cruz,",1,43304.92516462928
"Herrera and Carter Briggs,",1,44688.32714505351
"Mckinney, Sanders and Sanchez",1,5724.758815711153
Hunt-Norris,1,33259.57448598512
Pierce-Thompson,1,12725.560230729221
Nguyen-Adams,1,35005.10906765746
"Griffin and Dickerson, Ramos",1,38312.50735482071
"Ali, Cooper Gilbert and",1,24297.270546429478
Peters-Kemp,1,8059.911748784471
Hawkins Group,1,16017.621723786633
Hernandez-Gonzales,1,40697.62382412225
"Martin Reed and Miller,",1,48064.4347889712
Burnett Inc,2,3217.412168123762
"Leblanc and Phillips, Ramirez",1,2355.3389296248597
Webster-Martin,1,43400.236821439226
"Torres Davis, Wilson and",1,26484.208452548453
"Chapman Lewis and Dorsey,",1,45086.193004413144
"Johnson and Carrillo, Thomas",1,28005.292847985504
Alexander-Villa,1,6240.272939476931
"Olson Frank, and Simon",1,39308.71439698318
Sons and Harding,1,14892.466226547118
"Thomas Booker, and Thomas",2,9796.263397318
Kemp-Jenkins,2,33928.45516936401
"and Griffin, Garcia Carney",1,5922.0980464094655
Silva-Huffman,1,46589.15037794688
Byrd LLC,1,27186.169874884392
"and Hughes Thomas, Newton",1,49824.93057213498
Anthony-Ortiz,1,36887.514732872645
"Wilson Manning, and Flores",1,35343.30647819561
Gates-Monroe,1,36979.88364604472
Foster-Bush,1,8452.177480423661
Vega Inc,1,6201.898752732086
"Singleton and Davis Lynn,",1,44283.55959054227
Sons and Strickland,1,46532.0715189392
Spencer-Carey,1,42932.37739781859
Thompson-Adams,1,30731.620159773447
Clark-Montoya,1,15715.478662570353
Sons Mccoy and,1,26468.711412656165
Diaz-Martin,1,47985.80708883075
"and Sutton Gomez, Clark",1,36211.744177835295
Andrews-Carter,1,7918.5269685232415
"and Mcdaniel, Levy Webb",1,15254.97051757003
"Williams Ray Castillo, and",1,5939.602438773038
"Clayton and Smith, Edwards",1,33291.53595207492
PLC Edwards,2,32865.37280075083
"and Terry, Little Hernandez",1,32714.15455404908
Lawrence-Terry,1,40219.59242116286
Gonzalez-Quinn,1,11695.017370903317
"Cisneros and Snyder Diaz,",1,23312.017686206193
"Peterson, Riley and Porter",1,24586.177464934513
"and Wilson Jones Velez,",1,38628.634419968956
Austin-Moore,1,9063.975740580181
Inc Parks,1,3008.35297807519
Porter-Murphy,2,35161.62415902785
Wiggins-Anderson,1,5131.141096961264
Smith-Patton,1,22244.55917067248
"Smith, Dawson and Garcia",1,3541.786928493179
Best Sons and,1,26220.323449170966
"Jackson and Carr, White",1,7978.9435697870595
"Huang Valenzuela, and Garcia",1,20077.278574312277
Nichols-Daniel,1,48213.18899829534
"Lopez and Patel, Gentry",1,27036.611724759736
"and Moody, Lowe Rivera",1,12573.013654283899
Ltd Flores,2,52676.12501896747
Valentine-Braun,1,2020.364280824128
"Diaz Jensen Wolfe, and",1,32740.730838493422
Rogers-Rivas,1,10428.937848054436
"and Webster Wilson, Cook",1,41832.907933852475
"Snyder, and Villarreal Cole",1,19184.340339619335
"and Thomas, White Davila",1,9218.57172856261
Group Buck,2,38320.77859820541
"Weber Peterson, and Stevenson",1,12302.25653414138
Walker-Liu,2,90632.71819856727
"and Wright Robinson, Fuller",1,36128.149280357786
Floyd-Castillo,1,46945.23735339174
"Thomas, Clark and Keith",1,51633.85843476792
"Parker, Rodriguez and Miller",1,9254.884920186854
Spears-Doyle,1,21077.737806433586
"Nelson Collins, Mack and",1,20445.478307464167
